Row,YearSampled,Pasture,C3PGObj,Plot,Transect,Distance,Block,Treatment,Ecosite,FGCode,kgPerHa
3334,2015,15E,NonMCLO,4,4,N,1,TGM,Loamy,SS,724.9497426
3335,2015,15E,NonMCLO,4,4,S,1,TGM,Loamy,AG,67.8126708
3336,2015,15E,NonMCLO,4,4,S,1,TGM,Loamy,BOBU,769.619994
3337,2015,15E,NonMCLO,4,4,S,1,TGM,Loamy,C3PG,6.9965454
3338,2015,15E,NonMCLO,4,4,S,1,TGM,Loamy,FORB,67.8126708
3339,2015,15E,NonMCLO,4,4,S,1,TGM,Loamy,SD,186.7539426
3340,2015,17N,NonMCLO,1,4,N,9,TGM,Loamy,AG,2.690979
3341,2015,17N,NonMCLO,1,4,N,9,TGM,Loamy,BOBU,334.7577876
3342,2015,17N,NonMCLO,1,4,N,9,TGM,Loamy,C3PG,1175.957823
3343,2015,17N,NonMCLO,1,4,N,9,TGM,Loamy,FORB,85.0349364
3344,2015,17N,NonMCLO,1,4,N,9,TGM,Loamy,SD,2.690979
3345,2015,17N,NonMCLO,1,4,N,9,TGM,Loamy,SS,881.5647204
3346,2015,17N,NonMCLO,1,4,N,9,TGM,Loamy,WSPG,634.5328482
3347,2015,17N,NonMCLO,2,1,N,9,TGM,Loamy,AG,10.2257202
3348,2015,17N,NonMCLO,2,1,N,9,TGM,Loamy,BOBU,576.9458976
3349,2015,17N,NonMCLO,2,1,N,9,TGM,Loamy,C3PG,488.6817864
3350,2015,17N,NonMCLO,2,1,N,9,TGM,Loamy,FORB,3.2291748
3351,2015,17N,NonMCLO,2,1,N,9,TGM,Loamy,SD,2.690979
3352,2015,17N,NonMCLO,2,1,S,9,TGM,Loamy,AG,13.454895
3353,2015,17N,NonMCLO,2,1,S,9,TGM,Loamy,BOBU,568.8729606
3354,2015,17N,NonMCLO,2,1,S,9,TGM,Loamy,C3PG,259.4103756
3355,2015,17N,NonMCLO,2,1,S,9,TGM,Loamy,FORB,195.3650754
3356,2015,17N,NonMCLO,2,1,S,9,TGM,Loamy,SD,12.3785034
3357,2015,17N,NonMCLO,2,4,N,9,TGM,Loamy,AG,27.9861816
3358,2015,17N,NonMCLO,2,4,N,9,TGM,Loamy,BOBU,547.3451286
3359,2015,17N,NonMCLO,2,4,N,9,TGM,Loamy,C3PG,163.6115232
3360,2015,17N,NonMCLO,2,4,N,9,TGM,Loamy,FORB,225.5040402
3361,2015,17N,NonMCLO,2,4,N,9,TGM,Loamy,SD,1.6145874
3362,2015,17N,NonMCLO,2,4,S,9,TGM,Loamy,AG,39.2882934
3363,2015,17N,NonMCLO,2,4,S,9,TGM,Loamy,BOBU,254.0284176
3364,2015,17N,NonMCLO,2,4,S,9,TGM,Loamy,C3PG,237.8825436
3365,2015,17N,NonMCLO,2,4,S,9,TGM,Loamy,FORB,3.2291748
3366,2015,17N,NonMCLO,2,4,S,9,TGM,Loamy,SD,0.5381958
3367,2015,17N,,3,1,N,9,TGM,Salt Flats,BOBU,401.4940668
3368,2015,17N,,3,1,N,9,TGM,Salt Flats,C3PG,3158.67115
3369,2015,17N,,3,1,N,9,TGM,Salt Flats,FORB,6.4583496
3370,2015,17N,,3,1,N,9,TGM,Salt Flats,SD,433.247619
3371,2015,17N,,3,1,N,9,TGM,Salt Flats,WSPG,348.7508784
3372,2015,17N,,3,1,S,9,TGM,Salt Flats,BOBU,1698.545945
3373,2015,17N,,3,1,S,9,TGM,Salt Flats,C3PG,1344.413108
3374,2015,17N,,3,1,S,9,TGM,Salt Flats,SD,650.1405264
3375,2015,17N,,3,1,S,9,TGM,Salt Flats,WSPG,230.3478024
3376,2015,17N,,3,4,N,9,TGM,Salt Flats,BOBU,25.2952026
3377,2015,17N,,3,4,N,9,TGM,Salt Flats,C3PG,1722.764756
3378,2015,17N,,3,4,N,9,TGM,Salt Flats,FORB,55.4341674
3379,2015,17N,,3,4,N,9,TGM,Salt Flats,SD,717.4150014
3380,2015,17N,,3,4,N,9,TGM,Salt Flats,WSPG,645.83496
3381,2015,17N,,3,4,S,9,TGM,Salt Flats,C3PG,3604.835468
3382,2015,17N,,3,4,S,9,TGM,Salt Flats,FORB,36.0591186
3383,2015,17N,,3,4,S,9,TGM,Salt Flats,SD,1173.80504
3384,2015,17N,,3,4,S,9,TGM,Salt Flats,WSPG,122.1704466
3385,2015,17N,,4,1,N,9,TGM,Salt Flats,BOBU,15.0694824
3386,2015,17N,,4,1,N,9,TGM,Salt Flats,C3PG,2315.856527
3387,2015,17N,,4,1,N,9,TGM,Salt Flats,FORB,175.4518308
3388,2015,17N,,4,1,N,9,TGM,Salt Flats,SD,2297.55787
3389,2015,17N,,4,1,N,9,TGM,Salt Flats,WSPG,2052.140585
3390,2015,17N,,4,1,S,9,TGM,Salt Flats,C3PG,3486.432392
3391,2015,17N,,4,1,S,9,TGM,Salt Flats,FORB,391.8065424
3392,2015,17N,,4,1,S,9,TGM,Salt Flats,SD,1638.268015
3393,2015,17N,,4,1,S,9,TGM,Salt Flats,WSPG,384.2718012
3394,2015,17N,,4,4,N,9,TGM,Salt Flats,AG,114.0975096
3395,2015,17N,,4,4,N,9,TGM,Salt Flats,BOBU,1007.502538
3396,2015,17N,,4,4,N,9,TGM,Salt Flats,SD,354.6710322
3397,2015,17N,,4,4,N,9,TGM,Salt Flats,WSPG,384.809997
3398,2015,17N,,4,4,S,9,TGM,Salt Flats,AG,31.2153564
3399,2015,17N,,4,4,S,9,TGM,Salt Flats,BOBU,919.7766222
3400,2015,17N,,4,4,S,9,TGM,Salt Flats,SD,247.0318722
3401,2015,17N,,4,4,S,9,TGM,Salt Flats,WSPG,234.6533688
3402,2015,17N,,5,1,N,9,TGM,Sandy,AG,153.9239988
3403,2015,17N,,5,1,N,9,TGM,Sandy,BOBU,437.5531854
3404,2015,17N,,5,1,N,9,TGM,Sandy,C3PG,184.0629636
3405,2015,17N,,5,1,N,9,TGM,Sandy,FORB,227.1186276
3406,2015,17N,,5,1,N,9,TGM,Sandy,SD,165.2261106
3407,2015,17N,,5,1,N,9,TGM,Sandy,SS,445.6261224
3408,2015,17N,,5,1,S,9,TGM,Sandy,AG,80.72937
3409,2015,17N,,5,1,S,9,TGM,Sandy,BOBU,451.0080804
3410,2015,17N,,5,1,S,9,TGM,Sandy,C3PG,1318.041514
3411,2015,17N,,5,1,S,9,TGM,Sandy,FORB,87.1877196
3412,2015,17N,,5,1,S,9,TGM,Sandy,SD,423.5600946
3413,2015,17N,,5,4,N,9,TGM,Sandy,BOBU,872.4153918
3414,2015,17N,,5,4,N,9,TGM,Sandy,C3PG,227.1186276
3415,2015,17N,,5,4,N,9,TGM,Sandy,SD,108.1773558
3416,2015,17N,,5,4,S,9,TGM,Sandy,BOBU,315.9209346
3417,2015,17N,,5,4,S,9,TGM,Sandy,C3PG,85.0349364
3418,2015,17N,,5,4,S,9,TGM,Sandy,FORB,6.4583496
3419,2015,17N,,5,4,S,9,TGM,Sandy,SD,458.0046258
3420,2015,17N,,6,1,N,9,TGM,Sandy,AG,345.5217036
3421,2015,17N,,6,1,N,9,TGM,Sandy,BOBU,729.7935048
3422,2015,17N,,6,1,N,9,TGM,Sandy,C3PG,198.0560544
3423,2015,17N,,6,1,N,9,TGM,Sandy,FORB,4.8437622
3424,2015,17N,,6,1,N,9,TGM,Sandy,SD,96.875244
3425,2015,17N,,6,1,N,9,TGM,Sandy,SS,871.3390002
3426,2015,17N,,6,1,S,9,TGM,Sandy,AG,129.7051878
3427,2015,17N,,6,1,S,9,TGM,Sandy,BOBU,575.869506
3428,2015,17N,,6,1,S,9,TGM,Sandy,C3PG,51.6667968
3429,2015,17N,,6,1,S,9,TGM,Sandy,FORB,125.3996214
3430,2015,17N,,6,1,S,9,TGM,Sandy,SD,57.5869506
3431,2015,17N,,6,4,N,9,TGM,Sandy,BOBU,595.2445548
3432,2015,17N,,6,4,N,9,TGM,Sandy,C3PG,852.5021472
3433,2015,17N,,6,4,N,9,TGM,Sandy,FORB,271.788879
3434,2015,17N,,6,4,N,9,TGM,Sandy,SD,328.299438
3435,2015,17N,,6,4,N,9,TGM,Sandy,WSPG,207.7435788
3436,2015,17N,,6,4,S,9,TGM,Sandy,BOBU,301.9278438
3437,2015,17N,,6,4,S,9,TGM,Sandy,C3PG,2173.772836
3438,2015,17N,,6,4,S,9,TGM,Sandy,FORB,275.5562496
3439,2015,17N,,6,4,S,9,TGM,Sandy,SD,168.9934812
3440,2015,17S,NonMCLO,1,1,N,9,AGM,Loamy,AG,121.094055
3441,2015,17S,NonMCLO,1,1,N,9,AGM,Loamy,BOBU,290.0875362
3442,2015,17S,NonMCLO,1,1,N,9,AGM,Loamy,FORB,79.1147826
3443,2015,17S,NonMCLO,1,1,N,9,AGM,Loamy,WSPG,249.7228512
3444,2015,17S,NonMCLO,1,1,S,9,AGM,Loamy,AG,38.2119018
3445,2015,17S,NonMCLO,1,1,S,9,AGM,Loamy,BOBU,609.2376456
3446,2015,17S,NonMCLO,1,1,S,9,AGM,Loamy,C3PG,47.3612304
3447,2015,17S,NonMCLO,1,1,S,9,AGM,Loamy,FORB,119.4794676
3448,2015,17S,NonMCLO,1,1,S,9,AGM,Loamy,WSPG,142.0836912
3449,2015,17S,NonMCLO,1,4,N,9,AGM,Loamy,AG,87.7259154
3450,2015,17S,NonMCLO,1,4,N,9,AGM,Loamy,BOBU,841.2000354
3451,2015,17S,NonMCLO,1,4,N,9,AGM,Loamy,FORB,15.6076782
3452,2015,17S,NonMCLO,1,4,S,9,AGM,Loamy,BOBU,312.6917598
3453,2015,17S,NonMCLO,1,4,S,9,AGM,Loamy,C3PG,526.3554924
3454,2015,17S,NonMCLO,1,4,S,9,AGM,Loamy,FORB,2.690979
3455,2015,17S,NonMCLO,1,4,S,9,AGM,Loamy,WSPG,13.454895
3456,2015,17S,NonMCLO,2,4,N,9,AGM,Loamy,AG,15.6076782
3457,2015,17S,NonMCLO,2,4,N,9,AGM,Loamy,BOBU,331.5286128
3458,2015,17S,NonMCLO,2,4,N,9,AGM,Loamy,C3PG,739.4810292
3459,2015,17S,NonMCLO,2,4,N,9,AGM,Loamy,FORB,79.6529784
3460,2015,17S,NonMCLO,2,4,N,9,AGM,Loamy,WSPG,221.1984738
3461,2015,17S,NonMCLO,2,4,S,9,AGM,Loamy,AG,79.6529784
3462,2015,17S,NonMCLO,2,4,S,9,AGM,Loamy,BOBU,717.4150014
3463,2015,17S,NonMCLO,2,4,S,9,AGM,Loamy,C3PG,181.3719846
3464,2015,17S,NonMCLO,2,4,S,9,AGM,Loamy,FORB,26.90979
3465,2015,17S,NonMCLO,2,4,S,9,AGM,Loamy,WSPG,31.7535522
3466,2015,17S,,3,1,N,9,AGM,Salt Flats,AG,7.5347412
3467,2015,17S,,3,1,N,9,AGM,Salt Flats,BOBU,101.7190062
3468,2015,17S,,3,1,N,9,AGM,Salt Flats,C3PG,1398.770884
3469,2015,17S,,3,1,N,9,AGM,Salt Flats,SD,740.019225
3470,2015,17S,,3,1,N,9,AGM,Salt Flats,WSPG,122.1704466
3471,2015,17S,,3,1,S,9,AGM,Salt Flats,AG,193.750488
3472,2015,17S,,3,1,S,9,AGM,Salt Flats,BOBU,643.143981
3473,2015,17S,,3,1,S,9,AGM,Salt Flats,C3PG,709.3420644
3474,2015,17S,,3,1,S,9,AGM,Salt Flats,FORB,16.6840698
3475,2015,17S,,3,1,S,9,AGM,Salt Flats,SD,103.8717894
3476,2015,17S,,3,4,N,9,AGM,Salt Flats,AG,43.055664
3477,2015,17S,,3,4,N,9,AGM,Salt Flats,BOBU,334.7577876
3478,2015,17S,,3,4,N,9,AGM,Salt Flats,C3PG,264.2541378
3479,2015,17S,,3,4,N,9,AGM,Salt Flats,FORB,170.6080686
3480,2015,17S,,3,4,N,9,AGM,Salt Flats,SD,61.892517
3481,2015,17S,,3,4,N,9,AGM,Salt Flats,WSPG,341.2161372
3482,2015,17S,,3,4,S,9,AGM,Salt Flats,C3PG,1175.957823
3483,2015,17S,,3,4,S,9,AGM,Salt Flats,FORB,17.2222656
3484,2015,17S,,3,4,S,9,AGM,Salt Flats,SD,172.222656
3485,2015,17S,,3,4,S,9,AGM,Salt Flats,WSPG,1074.238817
3486,2015,17S,,4,1,N,9,AGM,Salt Flats,BOBU,386.4245844
3487,2015,17S,,4,1,N,9,AGM,Salt Flats,C3PG,1345.4895
3488,2015,17S,,4,1,N,9,AGM,Salt Flats,FORB,68.3508666
3489,2015,17S,,4,1,N,9,AGM,Salt Flats,SD,330.990417
3490,2015,17S,,4,1,N,9,AGM,Salt Flats,SS,606.5466666
3491,2015,17S,,4,1,S,9,AGM,Salt Flats,BOBU,420.3309198
3492,2015,17S,,4,1,S,9,AGM,Salt Flats,C3PG,520.4353386
3493,2015,17S,,4,1,S,9,AGM,Salt Flats,SD,310.5389766
3494,2015,17S,,4,4,N,9,AGM,Salt Flats,BOBU,72.1182372
3495,2015,17S,,4,4,N,9,AGM,Salt Flats,C3PG,686.199645
3496,2015,17S,,4,4,N,9,AGM,Salt Flats,FORB,214.2019284
3497,2015,17S,,4,4,N,9,AGM,Salt Flats,SD,391.8065424
3498,2015,17S,,4,4,N,9,AGM,Salt Flats,WSPG,537.6576042
3499,2015,17S,,4,4,S,9,AGM,Salt Flats,BOBU,59.201538
3500,2015,17S,,4,4,S,9,AGM,Salt Flats,C3PG,301.9278438
3501,2015,17S,,4,4,S,9,AGM,Salt Flats,SD,228.733215
3502,2015,17S,,4,4,S,9,AGM,Salt Flats,WSPG,898.786986
3503,2015,17S,,5,1,N,9,AGM,Sandy,AG,31.7535522
3504,2015,17S,,5,1,N,9,AGM,Sandy,BOBU,1024.186607
3505,2015,17S,,5,1,N,9,AGM,Sandy,C3PG,148.003845
3506,2015,17S,,5,1,N,9,AGM,Sandy,FORB,6.9965454
3507,2015,17S,,5,1,N,9,AGM,Sandy,SD,11.3021118
3508,2015,17S,,5,1,S,9,AGM,Sandy,AG,9.1493286
3509,2015,17S,,5,1,S,9,AGM,Sandy,BOBU,1658.18126
3510,2015,17S,,5,1,S,9,AGM,Sandy,C3PG,159.3059568
3511,2015,17S,,5,1,S,9,AGM,Sandy,FORB,43.5938598
3512,2015,17S,,5,1,S,9,AGM,Sandy,SD,214.2019284
3513,2015,17S,,5,4,N,9,AGM,Sandy,AG,23.1424194
3514,2015,17S,,5,4,N,9,AGM,Sandy,BOBU,882.641112
3515,2015,17S,,5,4,N,9,AGM,Sandy,C3PG,0.16145874
3516,2015,17S,,5,4,N,9,AGM,Sandy,FORB,126.476013
3517,2015,17S,,5,4,N,9,AGM,Sandy,WSPG,79.1147826
3518,2015,17S,,5,4,S,9,AGM,Sandy,BOBU,536.5812126
3519,2015,17S,,5,4,S,9,AGM,Sandy,C3PG,43.5938598
3520,2015,17S,,5,4,S,9,AGM,Sandy,FORB,10.2257202
3521,2015,17S,,5,4,S,9,AGM,Sandy,SD,24.7570068
3522,2015,17S,,5,4,S,9,AGM,Sandy,WSPG,147.4656492
3523,2015,17S,,6,1,N,9,AGM,Sandy,C3PG,1463.892576
3524,2015,17S,,6,1,N,9,AGM,Sandy,FORB,131.857971
3525,2015,17S,,6,1,S,9,AGM,Sandy,C3PG,2295.405087
3526,2015,17S,,6,1,S,9,AGM,Sandy,SD,660.9044424
3527,2015,17S,,6,4,N,9,AGM,Sandy,BOBU,111.9447264
3528,2015,17S,,6,4,N,9,AGM,Sandy,C3PG,2280.335605
3529,2015,17S,,6,4,N,9,AGM,Sandy,SD,637.762023
3530,2015,17S,,6,4,S,9,AGM,Sandy,C3PG,2032.227341
3531,2015,17S,,6,4,S,9,AGM,Sandy,SD,158.767761
3532,2015,18S,,1,1,N,6,AGM,Sandy,BOBU,195.3650754
3533,2015,18S,,1,1,N,6,AGM,Sandy,C3PG,4.8437622
3534,2015,18S,,1,1,N,6,AGM,Sandy,FORB,1059.169334
3535,2015,18S,,1,1,N,6,AGM,Sandy,SD,8.6111328
3536,2015,18S,,1,1,N,6,AGM,Sandy,WSPG,150.1566282
3537,2015,18S,,1,1,S,6,AGM,Sandy,BOBU,32.291748
3538,2015,18S,,1,1,S,6,AGM,Sandy,C3PG,414.410766
3539,2015,18S,,1,1,S,6,AGM,Sandy,FORB,2101.116403
3540,2015,18S,,1,1,S,6,AGM,Sandy,SD,1.6145874
3541,2015,18S,,1,4,N,6,AGM,Sandy,BOBU,572.1021354
3542,2015,18S,,1,4,N,6,AGM,Sandy,C3PG,251.8756344
3543,2015,18S,,1,4,N,6,AGM,Sandy,SD,48.437622
3544,2015,18S,,1,4,N,6,AGM,Sandy,WSPG,134.0107542
3545,2015,18S,,1,4,S,6,AGM,Sandy,BOBU,36.5973144
3546,2015,18S,,1,4,S,6,AGM,Sandy,C3PG,1867.00123
3547,2015,18S,,1,4,S,6,AGM,Sandy,FORB,2.690979
3548,2015,18S,,1,4,S,6,AGM,Sandy,SD,498.3693108
3549,2015,18S,,1,4,S,6,AGM,Sandy,WSPG,228.733215
3550,2015,18S,,2,1,N,6,AGM,Sandy,AG,172.222656
3551,2015,18S,,2,1,N,6,AGM,Sandy,BOBU,306.771606
3552,2015,18S,,2,1,N,6,AGM,Sandy,C3PG,365.4349482
3553,2015,18S,,2,1,N,6,AGM,Sandy,FORB,16.145874
3554,2015,18S,,2,1,N,6,AGM,Sandy,SD,208.8199704
3555,2015,18S,,2,1,N,6,AGM,Sandy,SS,1180.263389
3556,2015,18S,,2,1,S,6,AGM,Sandy,AG,27.4479858
3557,2015,18S,,2,1,S,6,AGM,Sandy,C3PG,1136.131334
3558,2015,18S,,2,1,S,6,AGM,Sandy,SD,110.330139
3559,2015,18S,,2,1,S,6,AGM,Sandy,WSPG,62.9689086
3560,2015,18S,,2,4,N,6,AGM,Sandy,BOBU,215.27832
3561,2015,18S,,2,4,N,6,AGM,Sandy,C3PG,561.8764152
3562,2015,18S,,2,4,N,6,AGM,Sandy,SD,10.2257202
3563,2015,18S,,2,4,S,6,AGM,Sandy,BOBU,735.1754628
3564,2015,18S,,2,4,S,6,AGM,Sandy,FORB,24.7570068
3565,2015,18S,,2,4,S,6,AGM,Sandy,SD,95.7988524
3566,2015,18S,,2,4,S,6,AGM,Sandy,WSPG,101.7190062
3567,2015,18S,,3,1,N,6,AGM,Sandy,BOBU,259.4103756
3568,2015,18S,,3,1,N,6,AGM,Sandy,C3PG,576.9458976
3569,2015,18S,,3,1,N,6,AGM,Sandy,FORB,33.3681396
3570,2015,18S,,3,1,N,6,AGM,Sandy,SD,25.2952026
3571,2015,18S,,3,1,S,6,AGM,Sandy,BOBU,1031.183153
3572,2015,18S,,3,1,S,6,AGM,Sandy,C3PG,118.9412718
3573,2015,18S,,3,1,S,6,AGM,Sandy,FORB,1.0763916
3574,2015,18S,,3,1,S,6,AGM,Sandy,SD,36.0591186
3575,2015,18S,,3,4,N,6,AGM,Sandy,C3PG,876.1827624
3576,2015,18S,,3,4,N,6,AGM,Sandy,FORB,163.6115232
3577,2015,18S,,3,4,N,6,AGM,Sandy,SD,79.6529784
3578,2015,18S,,3,4,S,6,AGM,Sandy,BOBU,14.5312866
3579,2015,18S,,3,4,S,6,AGM,Sandy,C3PG,635.6092398
3580,2015,18S,,3,4,S,6,AGM,Sandy,FORB,998.353209
3581,2015,18S,,3,4,S,6,AGM,Sandy,SD,663.5954214
3582,2015,18S,,3,4,S,6,AGM,Sandy,SS,471.9977166
3583,2015,18S,,4,1,N,6,AGM,Sandy,BOBU,187.8303342
3584,2015,18S,,4,1,N,6,AGM,Sandy,C3PG,1688.85842
3585,2015,18S,,4,1,N,6,AGM,Sandy,SD,138.8545164
3586,2015,18S,,4,1,N,6,AGM,Sandy,SS,964.4468736
3587,2015,18S,,4,1,S,6,AGM,Sandy,BOBU,330.4522212
3588,2015,18S,,4,1,S,6,AGM,Sandy,C3PG,918.1620348
3589,2015,18S,,4,1,S,6,AGM,Sandy,SD,40.364685
3590,2015,18S,,4,4,N,6,AGM,Sandy,BOBU,278.7854244
3591,2015,18S,,4,4,N,6,AGM,Sandy,C3PG,45.746643
3592,2015,18S,,4,4,N,6,AGM,Sandy,SD,60.2779296
3593,2015,18S,,4,4,N,6,AGM,Sandy,WSPG,990.8184678
3594,2015,18S,,4,4,S,6,AGM,Sandy,BOBU,124.8614256
3595,2015,18S,,4,4,S,6,AGM,Sandy,C3PG,609.2376456
3596,2015,18S,,4,4,S,6,AGM,Sandy,FORB,1198.562047
3597,2015,18S,,4,4,S,6,AGM,Sandy,SD,129.7051878
3598,2015,18S,,4,4,S,6,AGM,Sandy,WSPG,876.7209582
3599,2015,19N,,1,1,N,6,TGM,Sandy,BOBU,173.2990476
3600,2015,19N,,1,1,N,6,TGM,Sandy,C3PG,1969.796628
3601,2015,19N,,1,1,N,6,TGM,Sandy,FORB,8.6111328
3602,2015,19N,,1,1,N,6,TGM,Sandy,SD,112.4829222
3603,2015,19N,,1,1,N,6,TGM,Sandy,WSPG,106.0245726
3604,2015,19N,,1,1,S,6,TGM,Sandy,BOBU,123.785034
3605,2015,19N,,1,1,S,6,TGM,Sandy,C3PG,1358.944395
3606,2015,19N,,1,1,S,6,TGM,Sandy,FORB,67.8126708
3607,2015,19N,,1,1,S,6,TGM,Sandy,SD,16.145874
3608,2015,19N,,1,1,S,6,TGM,Sandy,WSPG,19.9132446
3609,2015,19N,,1,4,N,6,TGM,Sandy,AG,261.024963
3610,2015,19N,,1,4,N,6,TGM,Sandy,BOBU,71.5800414
3611,2015,19N,,1,4,N,6,TGM,Sandy,C3PG,817.5194202
3612,2015,19N,,1,4,N,6,TGM,Sandy,SD,96.875244
3613,2015,19N,,1,4,N,6,TGM,Sandy,WSPG,59.201538
3614,2015,19N,,1,4,S,6,TGM,Sandy,BOBU,35.5209228
3615,2015,19N,,1,4,S,6,TGM,Sandy,C3PG,1812.105259
3616,2015,19N,,1,4,S,6,TGM,Sandy,SD,108.1773558
3617,2015,19N,,1,4,S,6,TGM,Sandy,WSPG,265.3305294
3618,2015,19N,,2,1,N,6,TGM,Sandy,BOBU,754.0123158
3619,2015,19N,,2,1,N,6,TGM,Sandy,C3PG,427.3274652
3620,2015,19N,,2,1,N,6,TGM,Sandy,FORB,88.802307
3621,2015,19N,,2,1,N,6,TGM,Sandy,SD,114.0975096
3622,2015,19N,,2,1,S,6,TGM,Sandy,BOBU,808.3700916
3623,2015,19N,,2,1,S,6,TGM,Sandy,FORB,30.1389648
3624,2015,19N,,2,1,S,6,TGM,Sandy,SD,40.364685
3625,2015,19N,,2,4,N,6,TGM,Sandy,AG,166.840698
3626,2015,19N,,2,4,N,6,TGM,Sandy,BOBU,350.3654658
3627,2015,19N,,2,4,N,6,TGM,Sandy,C3PG,1695.854966
3628,2015,19N,,2,4,N,6,TGM,Sandy,SD,504.2894646
3629,2015,19N,,2,4,S,6,TGM,Sandy,BOBU,54.3577758
3630,2015,19N,,2,4,S,6,TGM,Sandy,C3PG,2316.932919
3631,2015,19N,,2,4,S,6,TGM,Sandy,SD,24.7570068
3632,2015,19N,,2,4,S,6,TGM,Sandy,WSPG,13.454895
3633,2015,19N,,3,1,N,6,TGM,Sandy,BOBU,6.4583496
3634,2015,19N,,3,1,N,6,TGM,Sandy,C3PG,1348.180479
3635,2015,19N,,3,1,N,6,TGM,Sandy,SD,173.8372434
3636,2015,19N,,3,1,N,6,TGM,Sandy,SS,742.1720082
3637,2015,19N,,3,1,S,6,TGM,Sandy,BOBU,397.7266962
3638,2015,19N,,3,1,S,6,TGM,Sandy,C3PG,345.5217036
3639,2015,19N,,3,1,S,6,TGM,Sandy,FORB,30.1389648
3640,2015,19N,,3,1,S,6,TGM,Sandy,SD,69.965454
3641,2015,19N,,3,1,S,6,TGM,Sandy,WSPG,316.4591304
3642,2015,19N,,3,4,N,6,TGM,Sandy,BOBU,1166.808494
3643,2015,19N,,3,4,N,6,TGM,Sandy,C3PG,12.3785034
3644,2015,19N,,3,4,N,6,TGM,Sandy,FORB,73.7328246
3645,2015,19N,,3,4,N,6,TGM,Sandy,SD,22.6042236
3646,2015,19N,,3,4,S,6,TGM,Sandy,BOBU,1058.092943
3647,2015,19N,,3,4,S,6,TGM,Sandy,C3PG,4.3055664
3648,2015,19N,,3,4,S,6,TGM,Sandy,SD,10.763916
3649,2015,19N,,4,1,N,6,TGM,Sandy,BOBU,250.261047
3650,2015,19N,,4,1,N,6,TGM,Sandy,C3PG,855.731322
3651,2015,19N,,4,1,N,6,TGM,Sandy,FORB,101.7190062
3652,2015,19N,,4,1,N,6,TGM,Sandy,SD,178.6810056
3653,2015,19N,,4,1,N,6,TGM,Sandy,WSPG,53.2813842
3654,2015,19N,,4,1,S,6,TGM,Sandy,AG,0.48437622
3655,2015,19N,,4,1,S,6,TGM,Sandy,BOBU,729.255309
3656,2015,19N,,4,1,S,6,TGM,Sandy,C3PG,923.005797
3657,2015,19N,,4,1,S,6,TGM,Sandy,FORB,161.45874
3658,2015,19N,,4,1,S,6,TGM,Sandy,SD,179.2192014
3659,2015,19N,,4,1,S,6,TGM,Sandy,WSPG,118.403076
3660,2015,19N,,4,4,N,6,TGM,Sandy,AG,2.1527832
3661,2015,19N,,4,4,N,6,TGM,Sandy,BOBU,1268.527501
3662,2015,19N,,4,4,N,6,TGM,Sandy,C3PG,152.3094114
3663,2015,19N,,4,4,N,6,TGM,Sandy,FORB,53.81958
3664,2015,19N,,4,4,N,6,TGM,Sandy,SD,11.3021118
3665,2015,19N,,4,4,S,6,TGM,Sandy,AG,268.5597042
3666,2015,19N,,4,4,S,6,TGM,Sandy,BOBU,1156.582774
3667,2015,19N,,4,4,S,6,TGM,Sandy,C3PG,157.1531736
3668,2015,19N,,4,4,S,6,TGM,Sandy,SD,18.836853
3669,2015,20NW,,1,1,N,10,AGM,Sandy,BOBU,161.45874
3670,2015,20NW,,1,1,N,10,AGM,Sandy,C3PG,918.7002306
3671,2015,20NW,,1,1,N,10,AGM,Sandy,FORB,26.90979
3672,2015,20NW,,1,1,N,10,AGM,Sandy,SD,129.7051878
3673,2015,20NW,,1,1,S,10,AGM,Sandy,AG,2.690979
3674,2015,20NW,,1,1,S,10,AGM,Sandy,BOBU,62.9689086
3675,2015,20NW,,1,1,S,10,AGM,Sandy,C3PG,1348.180479
3676,2015,20NW,,1,1,S,10,AGM,Sandy,FORB,981.6691392
3677,2015,20NW,,1,1,S,10,AGM,Sandy,SD,809.4464832
3678,2015,20NW,,1,1,S,10,AGM,Sandy,WSPG,335.8341792
3679,2015,20NW,,1,4,N,10,AGM,Sandy,BOBU,642.6057852
3680,2015,20NW,,1,4,N,10,AGM,Sandy,C3PG,942.3808458
3681,2015,20NW,,1,4,N,10,AGM,Sandy,FORB,177.0664182
3682,2015,20NW,,1,4,N,10,AGM,Sandy,SD,125.3996214
3683,2015,20NW,,1,4,S,10,AGM,Sandy,C3PG,884.7938952
3684,2015,20NW,,1,4,S,10,AGM,Sandy,SD,373.5078852
3685,2015,20NW,,1,4,S,10,AGM,Sandy,WSPG,55.4341674
3686,2015,20NW,,2,1,N,10,AGM,Sandy,C3PG,1642.573582
3687,2015,20NW,,2,1,N,10,AGM,Sandy,SD,460.157409
3688,2015,20NW,,2,1,N,10,AGM,Sandy,WSPG,212.587341
3689,2015,20NW,,2,1,S,10,AGM,Sandy,BOBU,9.1493286
3690,2015,20NW,,2,1,S,10,AGM,Sandy,C3PG,1703.927903
3691,2015,20NW,,2,1,S,10,AGM,Sandy,FORB,19.3750488
3692,2015,20NW,,2,1,S,10,AGM,Sandy,SD,564.0291984
3693,2015,20NW,,2,1,S,10,AGM,Sandy,WSPG,450.4698846
3694,2015,20NW,,2,4,N,10,AGM,Sandy,C3PG,673.2829458
3695,2015,20NW,,2,4,N,10,AGM,Sandy,FORB,50.5904052
