  410 TX6014.DLY     33.67  -97.75    329. MONTAGUE        
  411 TX6074.DLY     33.72 -102.76   1146. MORTON          
  412 TX6104.DLY     30.70 -104.02   2070. MOUNT LOCKE     
  413 TX6108.DLY     33.17  -95.01    130. MOUNT PLEASANT  
  414 TX6119.DLY     33.19  -95.22    146. MOUNT VERNON    
  415 TX6130.DLY     33.65  -97.38    306. MUENSTER        
  416 TX6135.DLY     34.22 -102.73   1167. MULESHOE NO 1   
  417 TX6137.DLY     33.95 -102.78   1140. MULESHOE NTL WLR
  418 TX6146.DLY     33.45  -99.62    451. MUNDAY          
  419 TX6176.DLY     31.60  -94.65     95. NACOGDOCHES     
  420 TX6177.DLY     31.62  -94.64    133. NACOGDOCHES     
  421 TX6205.DLY     29.20  -98.85    217. NATALIA         
  422 TX6210.DLY     31.95  -96.70    138. NAVARRO MILLS DA
  423 TX6257.DLY     29.95  -99.52    648. NELSON RANCH    
  424 TX6271.DLY     33.47  -94.47    113. NEW BOSTON 3 W  
  425 TX6275.DLY     29.71  -98.05    197. NEW BRAUNFELS AI
  426 TX6276.DLY     29.73  -98.12    216. NEW BRAUNFELS   
  427 TX6280.DLY     30.14  -95.18     72. NEW CANEY 2 E   
  428 TX6286.DLY     29.27  -95.89     22. NEW GULF        
  429 TX6339.DLY     30.85  -93.77     58. NEWTON          
  430 TX6368.DLY     29.27  -97.76    122. NIXON           
  431 TX6434.DLY     30.68  -97.72    269. NORTH FORK DAM  
  432 TX6484.DLY     31.98  -99.62    604. NOVICE 1 E      
  433 TX6497.DLY     31.67  -95.92    102. OAKWOOD 7 NW    
  434 TX6499.DLY     31.47 -100.48    599. O C FISHER DAM  
  435 TX6502.DLY     31.88 -102.36    887. ODESSA          
  436 TX6548.DLY     27.45  -98.92    244. OILTON          
  437 TX6636.DLY     33.37  -98.77    364. OLNEY           
  438 TX6644.DLY     34.18 -102.14   1100. OLTON           
  439 TX6649.DLY     33.18  -94.78    120. OMAHA 2 W       
  440 TX6664.DLY     30.09  -93.74      3. ORANGE          
  441 TX6680.DLY     30.23  -93.74      6. ORANGE 9 N      
  442 TX6733.DLY     30.43 -101.04    646. OZONA 22SE      
  443 TX6734.DLY     30.69 -101.21    713. OZONA 1 SSW     
  444 TX6740.DLY     34.01 -100.30    579. PADUCAH         
  445 TX6742.DLY     33.82 -100.31    553. PADUCAH 15 S    
  446 TX6747.DLY     31.52  -99.93    497. PAINT ROCK      
  447 TX6750.DLY     28.73  -96.25      4. PALACIOS MUNICIP
  448 TX6757.DLY     31.78  -95.60    142. PALESTINE 2 NE  
  449 TX6775.DLY     35.53 -100.97    985. PAMPA WB AIRPORT
  450 TX6776.DLY     35.55 -100.97    960. PAMPA 2         
  451 TX6780.DLY     30.17 -101.56    515. PANDALE 1 N     
  452 TX6781.DLY     30.27 -101.45    508. PANDALE 11 NE   
  453 TX6785.DLY     35.41 -101.34   1076. PANHANDLE       
  454 TX6792.DLY     29.33 -103.21   1140. PANTHER JUNCTION
  455 TX6794.DLY     33.67  -95.57    165. PARIS           
  456 TX6825.DLY     29.72  -95.22      9. PASADENA HOUSTON
  457 TX6879.DLY     28.89  -99.09    194. PEARSALL        
  458 TX6892.DLY     31.42 -103.50    796. PECOS           
  459 TX6893.DLY     31.38 -103.63    830. PECOS 8 W       
  460 TX6932.DLY     31.74 -102.59    896. PENWELL         
  461 TX6950.DLY     36.39 -100.82    897. PERRYTON        
  462 TX6953.DLY     36.44 -101.00    917. PERRYTON 11 WNW 
  463 TX6959.DLY     29.66 -103.17    873. PERSIMMON GAP   
  464 TX6960.DLY     29.65 -103.08    772. PERSIMMON GAP 6 
  465 TX7020.DLY     29.24  -96.20     32. PIERCE 1 E      
  466 TX7028.DLY     33.37  -97.01    210. PILOT POINT ISL 
  467 TX7040.DLY     31.24  -93.97     67. PINELAND        
  468 TX7044.DLY     31.89 -104.81   1704. PINE SPRINGS    
  469 TX7066.DLY     32.93  -94.94    105. PITTSBURG 5 S   
  470 TX7074.DLY     33.19 -102.83   1120. PLAINS          
  471 TX7079.DLY     34.19 -101.70   1027. PLAINVIEW       
  472 TX7081.DLY     34.20 -101.75   1052. PLAINVIEW WATER 
  473 TX7111.DLY     28.96  -98.48    131. PLEASANTON      
  474 TX7140.DLY     28.66  -96.56      6. POINT COMFORT   
  475 TX7170.DLY     27.84  -97.05      4. PORT ARANSAS    
  476 TX7173.DLY     29.87  -93.93      3. PORT ARTHUR WB C
  477 TX7174.DLY     29.95  -94.02      5. PORT ARTHUR AP  
  478 TX7179.DLY     26.09  -97.31      5. PORT ISABEL     
  479 TX7182.DLY     28.62  -96.63      6. PORT LAVACA 2   
  480 TX7183.DLY     28.67  -96.71      6. PORT LAVACA 6 NW
  481 TX7184.DLY     26.56  -97.43      3. PORT MANSFIELD  
  482 TX7186.DLY     28.43  -96.43      2. PORT O'CONNOR   
  483 TX7205.DLY     32.87  -98.43    275. POSSUM KINGDOM D
  484 TX7206.DLY     33.19 -101.38    798. POST            
  485 TX7213.DLY     30.27  -96.72     97. POST OAK SCHOOL 
  486 TX7215.DLY     29.04  -98.58    146. POTEET          
  487 TX7230.DLY     32.08  -95.58    162. POYNOR 1 NE     
  488 TX7232.DLY     29.92  -99.78    625. PRADE RANCH     
  489 TX7262.DLY     29.57 -104.37    794. PRESIDIO        
  490 TX7300.DLY     31.96  -98.49    372. PROCTOR RESERVOI
  491 TX7327.DLY     32.37  -99.19    497. PUTNAM          
  492 TX7336.DLY     34.28  -99.76    488. QUANAH 2 SW     
  493 TX7358.DLY     32.92  -96.13    156. QUINLAN         
  494 TX7388.DLY     32.26  -97.71    198. RAINBOW         
  495 TX7426.DLY     32.47  -98.70    470. RANGER 1 W      
  496 TX7431.DLY     31.23 -101.95    797. RANKIN          
  497 TX7458.DLY     26.48  -97.81      9. RAYMONDVILLE    
  498 TX7463.DLY     33.33  -97.05    183. RAY ROBERTS LAKE
  499 TX7481.DLY     31.90 -103.92    868. RED BLUFF DAM   
  500 TX7497.DLY     29.97  -97.45    158. RED ROCK        
  501 TX7529.DLY     28.30  -97.28     15. REFUGIO         
  502 TX7530.DLY     28.29  -97.33     16. REFUGIO 3 SW    
  503 TX7533.DLY     28.33  -97.29     14. REFUGIO 2 NW    
  504 TX7550.DLY     32.81  -97.58    259. REMUDA          
  505 TX7588.DLY     32.98  -96.75    206. RICHARDSON      
  506 TX7622.DLY     26.38  -98.81     52. RIO GRANDE CITY 
  507 TX7628.DLY     29.44  -98.88    259. RIOMEDINA       
  508 TX7633.DLY     32.08  -98.97    498. RISING STAR 1 S 
  509 TX7669.DLY     31.90 -100.50    561. ROBERT LEE      
  510 TX7677.DLY     27.79  -97.66     26. ROBSTOWN        
  511 TX7685.DLY     30.65  -97.03    161. ROCKDALE        
  512 TX7700.DLY     31.02  -94.40     27. ROCKLAND 2 NW   
  513 TX7704.DLY     28.03  -97.06      3. ROCKPORT        
  514 TX7706.DLY     30.00 -100.21    730. ROCKSPRINGS 1S  
  515 TX7707.DLY     32.93  -96.47    166. ROCKWALL        
  516 TX7743.DLY     32.45 -100.53    725. ROSCOE          
  517 TX7744.DLY     31.08  -96.97    123. ROSEBUD         
  518 TX7756.DLY     29.55  -95.78     34. ROSENBERG       
  519 TX7782.DLY     32.86 -100.46    590. ROTAN           
  520 TX7813.DLY     30.03 -104.58   1105. RUIDOSA 7 NE    
  521 TX7841.DLY     31.81  -95.14    219. RUSK            
  522 TX7920.DLY     31.75 -105.08   1134. SALT FLAT       
  523 TX7921.DLY     31.78 -104.90   1186. SALT FLAT 10 ENE
  524 TX7936.DLY     31.06  -94.10     58. SAM RAYBURN DAM 
  525 TX7940.DLY     31.47 -100.48    598. SAN ANGELO DAM  
  526 TX7943.DLY     31.35 -100.49    584. SAN ANGELO MATHI
  527 TX7944.DLY     31.37 -100.49    579. SAN ANGELO WFO  
  528 TX7945.DLY     29.53  -98.47    247. SAN ANTONIO INTL
  529 TX7947.DLY     29.52  -98.45    240. SAN ANTONIO 8NNE
  530 TX7951.DLY     31.51  -94.11     94. SAN AUGUSTINE   
  531 TX7952.DLY     26.13  -97.63     12. SAN BENITO      
  532 TX7957.DLY     28.92  -95.58      4. SAN BERNARD W/L 
  533 TX7981.DLY     26.57  -98.12     23. SAN MANUEL      
  534 TX7983.DLY     29.87  -97.92    186. SAN MARCOS      
  535 TX7992.DLY     31.18  -98.72    364. SAN SABA        
  536 TX7994.DLY     31.28  -98.76    405. SAN SABA 7 NW   
  537 TX8022.DLY     30.15 -102.40    870. SANDERSON       
  538 TX8043.DLY     33.36  -97.17    206. SANGER          
  539 TX8059.DLY     26.27  -97.87     15. SANTA ROSA 3 WNW
  540 TX8081.DLY     27.22  -97.70     12. SARITA 7 E      
  541 TX8126.DLY     29.68  -96.86     88. SCHULENBURG     
  542 TX8154.DLY     32.95 -102.57   1048. SEAGRAVES       
  543 TX8160.DLY     29.77  -96.15     60. SEALY           
  544 TX8169.DLY     29.45  -98.70    286. SAN ANTONIO/SEAW
  545 TX8186.DLY     29.58  -97.95    156. SEGUIN          
  546 TX8201.DLY     32.71 -102.66   1017. SEMINOLE        
  547 TX8221.DLY     33.60  -99.27    392. SEYMOUR         
  548 TX8236.DLY     35.22 -100.25    719. SHAMROCK 2      
  549 TX8252.DLY     30.69 -101.83    663. SHEFFIELD       
  550 TX8274.DLY     33.70  -96.64    232. SHERMAN         
  551 TX8305.DLY     31.18 -105.35   1399. SIERRA BLANCA 2 
  552 TX8323.DLY     34.47 -101.31   1000. SILVERTON       
  553 TX8335.DLY     33.37  -94.57     98. SIMMS 4 WNW     
  554 TX8354.DLY     28.07  -97.58     16. SINTON          
  555 TX8382.DLY     31.15  -98.92    397. SLOAN           
  556 TX8415.DLY     30.02  -97.15    104. SMITHVILLE      
  557 TX8433.DLY     32.71 -100.91    707. SNYDER          
  558 TX8446.DLY     30.34  -96.54     80. SOMERVILLE DAM  
  559 TX8449.DLY     30.58 -100.65    652. SONORA          
  560 TX8450.DLY     30.27 -100.57    763. SONORA EXPERIMEN
  561 TX8487.DLY     26.08  -97.17      2. SOUTH PADRE ISLA
  562 TX8523.DLY     36.20 -101.18    943. SPEARMAN        
  563 TX8561.DLY     32.97  -97.67    265. SPRINGTOWN      
  564 TX8566.DLY     33.48 -100.88    700. SPUR            
  565 TX8568.DLY     30.80  -94.18     64. TOWN BLUFF DAM  
  566 TX8583.DLY     32.94  -99.80    500. STAMFORD 1      
  567 TX8623.DLY     32.24  -98.20    399. STEPHENVILLE 1 N
  568 TX8624.DLY     32.28  -98.20    433. STEPHENVILLE 4 N
  569 TX8625.DLY     32.17  -98.32    442. STEPHENVILLE 7 W
  570 TX8630.DLY     31.83 -100.98    695. STERLING CITY   
  571 TX8646.DLY     31.04  -97.53    215. STILLHOUSE HOLLO
  572 TX8653.DLY     29.34  -98.47    176. SAN ANTONIO STIN
  573 TX8692.DLY     36.34 -102.08   1126. STRATFORD       
  574 TX8714.DLY     29.33 -103.53    777. STUDY BUTTE     
  575 TX8728.DLY     29.62  -95.64     25. SUGAR LAND      
  576 TX8743.DLY     33.15  -95.63    151. SULPHUR SPRINGS 
  577 TX8761.DLY     35.97 -101.87   1080. SUNRAY 4 SW     
  578 TX8818.DLY     33.17 -101.80    951. TAHOKA          
  579 TX8845.DLY     29.67  -99.29    428. TARPLEY         
  580 TX8852.DLY     35.57 -102.30   1040. TASCOSA         
  581 TX8861.DLY     30.57  -97.41    172. TAYLOR          
  582 TX8862.DLY     30.58  -97.42    174. TAYLOR 1NW      
  583 TX8910.DLY     31.08  -97.32    194. TEMPLE          
  584 TX8926.DLY     29.45 -103.39   1124. TERLINGUA RANCH 
  585 TX8942.DLY     33.44  -94.07    119. TEXARKANA       
  586 TX8944.DLY     33.30  -94.17     86. TEXARKANA DAM   
  587 TX8996.DLY     29.48  -95.63     21. THOMPSONS 3 WSW 
  588 TX9004.DLY     31.39  -96.57    145. THORNTON 1 SSE  
  589 TX9013.DLY     33.30  -99.22      0. THROCKMORTON 8 N
  590 TX9014.DLY     33.18  -99.19    418. THROCKMORTON    
  591 TX9015.DLY     32.53  -98.33    294. THURBER 5 NE    
  592 TX9016.DLY     33.29  -99.10    375. THROCKMORTON 7 N
  593 TX9031.DLY     28.41  -98.53    105. TILDEN 4 SSE    
  594 TX9068.DLY     31.17  -93.57     58. TOLEDO BEND DAM 
  595 TX9076.DLY     30.10  -95.61     64. TOMBALL         
  596 TX9088.DLY     31.40 -106.06   1074. TORNILLO 2 SSE  
  597 TX9101.DLY     30.80  -94.18     65. TOWN BLUFF DAM  
  598 TX9122.DLY     32.49 -100.12    582. TRENT           
  599 TX9163.DLY     33.76  -99.86    479. TRUSCOTT 3 W    
  600 TX9175.DLY     34.53 -101.76   1058. TULIA           
  601 TX9191.DLY     34.40 -100.90    710. TURKEY          
  602 TX9207.DLY     32.31  -95.30    168. TYLER           
  603 TX9213.DLY     32.35  -95.40    166. TYLER POUNDS FIE
  604 TX9214.DLY     32.40  -95.27    149. TYLER 5 NE      
  605 TX9265.DLY     29.22  -99.77    278. UVALDE          
  606 TX9268.DLY     29.18  -99.83    280. UVALDE 3 SW     
  607 TX9270.DLY     30.59 -104.49   1353. VALENTINE       
  608 TX9275.DLY     30.55 -104.65   1339. VALENTINE 10 WSW
  609 TX9295.DLY     31.04 -104.84   1239. VAN HORN        
  610 TX9330.DLY     35.28 -102.46   1218. VEGA 2 NW       
  611 TX9346.DLY     34.15  -99.33    374. VERNON          
  612 TX9361.DLY     28.86  -97.02     31. VICTORIA FIRE DE
  613 TX9363.DLY     28.78  -97.08     35. VICTORIA WB AIRP
  614 TX9364.DLY     28.86  -96.93     35. VICTORIA ASOS   
  615 TX9365.DLY     28.79  -97.01     19. VICTORIA CP&L   
  616 TX9367.DLY     28.84  -96.92     32. VICTORIA REGIONA
  617 TX9380.DLY     34.65 -101.50   1036. VIGO PARK       
  618 TX9415.DLY     31.55  -97.21    191. WACO            
  619 TX9417.DLY     31.60  -97.22    151. WACO DAM        
  620 TX9419.DLY     31.62  -97.23    152. WACO REGIONAL AP
  621 TX9435.DLY     34.93 -102.98   1254. WALCOTT         
  622 TX9480.DLY     30.58  -94.40     34. WARREN 2 S      
  623 TX9491.DLY     30.32  -96.16     66. WASHINGTON STATE
  624 TX9499.DLY     31.67 -100.73    646. WATER VALLEY    
  625 TX9501.DLY     31.81 -100.63    748. WATER VALLEY 11 
  626 TX9503.DLY     32.53  -95.13    154. WATERS BLUFF    
  627 TX9522.DLY     32.42  -96.85    192. WAXAHACHIE      
  628 TX9532.DLY     32.75  -97.77    291. WEATHERFORD     
  629 TX9559.DLY     28.11  -97.42     15. WELDER W'LIFE FO
  630 TX9565.DLY     34.84 -100.21    622. WELLINGTON      
  631 TX9588.DLY     26.16  -97.96     23. WESLACO 2 E     
  632 TX9709.DLY     32.52  -94.89     96. WHITE OAK 1 WSW 
  633 TX9711.DLY     33.46 -101.09    735. WHITE RIVER RESE
  634 TX9715.DLY     31.86  -97.38    175. WHITNEY DAM     
  635 TX9717.DLY     28.66  -98.26     79. WHITSETT        
  636 TX9729.DLY     33.98  -98.49    310. WICHITA FALLS MU
  637 TX9730.DLY     33.93  -98.58    293. WICHITA VALLEY F
  638 TX9754.DLY     30.53  -94.45     61. WILDWOOD        
  639 TX9772.DLY     29.25  -95.55     12. WILLIAM HARRIS R
  640 TX9800.DLY     32.70  -96.02    159. WILLS POINT     
  641 TX9830.DLY     31.78 -103.20    856. WINK FAA AIRPORT
  642 TX9842.DLY     28.63  -99.87    183. WINTER HAVEN EXP
  643 TX9845.DLY     32.10  -99.90    601. WINTERS 9 NNE   
  644 TX9847.DLY     31.97  -99.96    568. WINTERS 1 NNE   
  645 TX9916.DLY     33.30  -94.17     86. WRIGHT PATMAN DM
  646 TX9935.DLY     34.25  -99.68    458. WTU LAKE PAULINE
  647 TX9952.DLY     29.27  -97.12     99. YOAKUM          
  648 TX9966.DLY     31.69 -106.32   1119. YSLETA          
  649 TX9976.DLY     26.87  -99.25     98. ZAPATA 1 S
  650 OTT5807.DLY      30.     10.     10.
  651 AZWALNUTGULCH.DLY    32.36 -109.62   1211.
  652 CONUNN.DLY           40.87 -104.73   1798.
  653 FLSELLERS.DLY        29.11  -81.64    15.0
  654 GAWATKINSVILLE.DLY   33.88  -83.43    235.
  655 KYPRINCETON.DLY      37.1   -87.83      0.
  656 MNGLACIALRIDGE.DLY   47.78  -96.60    269.
  657 BLANK.DLY      31.08  -97.32    194. TEMPLE
  657 MSNEWTON.DLY         32.33  -89.08     91.
  658 MTFTASSINNIBOINE.DLY 48.46 -109.80    826.
  659 NDMANDAN.DLY         46.77 -100.92    588.
  660 NEROGERSFARM.DLY     40.85  -96.47    378.
  661 NMADAMSRANCH.DLY     34.25 -105.42   1882.
  662 NMCROSSROADS.DLY     33.53 -103.25  1236.0
  663 NYGENEVA.DLY         42.88  -77.03    221.
  664 OHMOLLYCAREN.DLY     39.95  -83.45    323.
  665 OKLITTLEWASHITA.DLY  35.05  -97.94   333.0
  666 TXBUSHLAND.DLY       35.17 -102.10  1093.0
  667 TXPRAIRIEVIEW.DLY    30.08  -95.98     82.
  668 WALIND.DLY             47. -118.57   459.0
  669 WYTORRINGTON.DLY     42.07 -104.13   1251.
  670 AZ8619.DLY    31.712 -110.069  1420.0 TOMBSTONE, COCHISE CO
  671 CO3553.DLY    40.402 -104.699  1437.1 GREELEY UNC, WELD CO
  672 FL5076.DLY    28.873  -81.784    20.7 LISBON, LAKE CO 
  673 GA0435.DLY    33.948  -83.327   239.3 ATHENS, CLARKE CO
  674 KY6580.DLY    37.124  -87.87    151.5 PRINCETON, CALDWELL CO
  675 MN1891.DLY    47.801  -96.603   270.6 CROOKSTON, POLK CO
  676 MS6308.DLY    32.338  -89.082   106.4 NEWTON, NEWTON CO
  677 MT3110.DLY    48.498 -109.797   796.4 FORT ASSINNIBOINE, HILL CO  
  678 ND5479.DLY    46.813 -100.91    533.4 MANDAN, MORTON CO
  679 NE4815.DLY    40.823  -96.702   353.6 LINCOLN, LANCASTER CO
  680 NM6687.DLY    34.615 -105.474  1874.4 PEDERNAL, TORRANCE CO
  681 NM8713.DLY    33.242 -103.361  1222.8 TATUM, LEA CO
  682 NY3184.DLY    42.877  -77.031   218.8 GENEVA, ONTARIO CO          
  683 OH4979.DLY    40.241  -83.367   304.8 MARYSVIL, UNION CO             
  684 OK1750.DLY    35.049  -97.916   330.7 CHICKASHA EXP STN, GRADY CO
  685 TX1430.DLY    34.981 -101.926  1094.2 CANYON, RANDALL CO
  686 TX1956.DLY    30.330  -95.483    74.7 CONROE, MONTGOMERY CO
  687 WA7059.DLY    47.114 -118.377   557.8 RITZVILLE, ADAMS CO
  688 WY8997.DLY    42.488 -104.156  1481.3 TORRINGTON, GOSHEN CO 
  689 CA9367.DLY    36.328 -119.299    99.1 VISALIA, TULAREY CO 
  690 CA8587.DLY    39.586 -122.534   243.8 STONY GORGE RSVR, GLENN CO 
  691 SD1972.DLY    43.961 -101.861   736.  COTTONWOOD, SD
  692 SD6597.DLY    44.381 -100.286   531.  PIERRE, SD
  
  
  
  
  
  
  
  
  651 OK1750.DLY    35.049 -97.916   330.7 CHICKASHA EXP STN, GRADY CO  
  670 NM2207.DLY    33.513 -103.34  1261.2 CROSSROADS, LEA CO 
  653 AZ9334.DLY    32.261 -109.85  1272.5 WILLCOX, COCHISE CO
  654 ND5479.DLY    46.813 -100.91   533.4 MANDAN, MORTON CO
  655 FL2915.DLY    29.755  -81.54     1.5 FEDERAL, PUTNAM CO
  656 WA4679.DLY    46.998 -118.57   496.8 LIND, ADAMS CO
  
  
  
  
  
  
            
  658 JOSEFINAOUT.DLY  -31.  -100.
    
